APPLICATION_ID,APPL_ID_LINK,PROJECT_TITLE,PROJECT_ABSTRACT,APPLICATION_TYPE,FULL_PROJECT_NUM,OPPORTUNITY NUMBER,IC_NAME,Topic_20,Topic_15,Topic_10,Topic_5
10981537,https:/reporter.nih.gov/search/GHNQvp9aEkmiqm7bBmAg4A/project-details/10981537#similar-Projects,Latin America Genomics of Breast Cancer Risk Study (LAGENO-BCR),"ABSTRACT Breast cancer is a leading cause of death in the U.S. and a major public health burden as one woman out of eight will receive a diagnosis in her lifetime. Advances in DNA genotyping and sequencing technologies have led to the identification of >300 germline variants that contribute to breast cancer risk. However, as of today, large 'omics' studies include women of mostly European ancestry even though preliminary evidence indicates that there is a clear benefit in studying genetically diverse samples. A genome wide association study (genome wide association study) in Hispanic/Latina (Hispanic/Latina) women with one tenth of the number of individuals included in previous studies led to the discovery of protective variants only present in populations that have Indigenous American ancestry. These variants significantly add to the predictive accuracy of breast cancer polygenic risk scores (polygenic risk scores). Hispanic/Latina represent 16% of the U.S. population and in some states, up to 37%. To address the lack of Hispanic/Latina representation in genomics studies, we have created the Latin America genomics of breast cancer (Latin America genomics of breast cancer) consortium, which includes ~28,500 Latin American breast cancer patients and ~32,600 unaffected women from 11 different countries and the U.S. diaspora. Our goal is to study the Latin American-specific genetic architecture of breast cancer and develop predictive models that account for variation by ancestry and geography. By combining existing studies, Latin America genomics of breast cancer quadruples the prior Hispanic/Latina BC genome wide association study sample size and consequently, provides the power required for the discovery of additional variants contributing to breast cancer risk and for improving the predictive power of polygenic risk scores for risk stratification in those populations. In the first aim, we propose to discover susceptibility loci and genes associated with breast cancer in Hispanic/Latinas by conducting genome wide association study and ancestry-matched multi-tissue model-based transcriptome wide association studies with readily available RNA sequence data (transcriptome wide association studies with readily available RNA sequence data). These analyses will be repeated for overall risk and subtype-specific risk. In the second aim, we will use known and new genetic risk variants to improve breast cancer risk prediction using ancestry-aware approaches and integrating existing models based on non-genetic risk factors. This work is expected to result in the discovery of new risk variants that are especially relevant to populations with an admixed Indigenous American ancestral background. In addition, utilizing ancestry-matched and multi-tissue models for TWAS, new associations linked to ancestryspecific and tissue-specific eQTLs are expected to be uncovered. It is also expected that polygenic risk scores scores that incorporate Hispanic/Latinas variants and assess regional and ancestry heterogeneity will be more predictive than a one-size-fits-all approach. Beyond the proposed work in this application, Latin America genomics of breast cancer is building up a resource that will serve as a foundation for future collaborative studies addressing a broad range of scientific questions related to breast cancer genetics in Hispanic/Latina populations.",1,1R01CA286650-01A1,PA-20-185,NATIONAL CANCER INSTITUTE,17,8,4,4
10979335,https:/reporter.nih.gov/search/ySTUxOPMu02WYDyj4fqiVw/project-details/10979335#similar-Projects,"Characterization and optimization of single dose, thermostable and durable vaccine platform towards increased clinical acceptance","ABSTRACT Broadening the spectrum of vaccine platforms that confer protective, durable and broad immunogenicity is important for pandemic preparedness. Here, we aim to create essential preclinical data to characterize a novel genetic vaccine platform called PARVAX to increase its clinical acceptance. Our previous studies show that a single dose of PARVAX candidates for COVID-19 elicits sustained humoral immunity, near-sterilizing upper and lower airway protection from a SARS-CoV-2 challenge, and potent and durable cellular responses. These qualities combined with established commercial and low-cost manufacturing processes, make this platform imminently feasible, scalable and affordable for vaccine applications. In this proposal, we will investigate the mechanism behind the potency and durability of PARVAX, which we hypothesize is correlated with antigen expression kinetics (Aim 1). We also use rational engineering approaches to enhance the potency of the PARVAX platform, which will enhance safety and applicability for other pathogens (Aim 2). Finally, we propose to generate proof of the potency of PARVAX as a vaccine platform beyond COVID-19 by exploring the serum and mucosal immunity and protection from influenza viruses in two preclinical models of influenza infection (Aim 3). The proposed work is highly relevant for pandemic preparedness, since it will enable the rapid design of new and preclinically derisked PARVAX candidates for existing and future pathogens, and has the potential to provide clarity on the means to improve the durability, breadth and mucosal immunity of other platforms.",1,1R01AI179898-01A1,PA-20-185,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,9,11,1,3
10996727,https:/reporter.nih.gov/search/8joQny5c6E2xf5qcSz6C2A/project-details/10996727#similar-Projects,ProAgio in Pancreatic Cancer,"ABSTRACT Cancer associated fibroblasts and pancreatic stellate cells (PSC/CAF) and abnormal tumor blood vessels are two major factors that contribute to treatment failure. PSC/CAF contribute to the collagen-rich extracellular matrix (extracellular matrix) which impairs drug delivery, promotes cancer cell survival and contributes to an immunosuppressive environment. CAF have been shown to have a similar role in supporting metastatic sites of disease in PDAC. Currently, no agent is available that can simultaneously selectively reduce activated PSC/CAF and normalize angiogenesis. Both activated PSC/CAF and angiogenic endothelial cells selectively express high levels of integrin v3. There is no expression of integrin v3 in normal tissue. We developed ProAgio, an innovative protein drug with a distinct mechanism of action from currently available integrin-targeting agents in targeting integrin v3 at a novel non-ligand binding site. ProAgio induces apoptosis of integrin v3 expressing PSC/CAF and angiogenic endothelial cells with a high efficiency by recruiting and activating caspase-8 at the cytoplasmic domain of. Our preliminary data shows ProAgio has anti-tumor activity in multiple PDAC models and enhances the effect of gemcitabine. Histologic analyses showed ProAgio decreased collagen and depleted PSC/CAF in tumors. In a phase I clinical trial, single agent ProAgio has demonstrated excellent safety profile, promising pharmacokinetic profile and anti-tumor activity in patients with PDAC. We hypothesize that, by inducing apoptosis of integrin v3 expressing cells, ProAgio will specifically deplete both angiogenic endothelial cells and activated PSC/CAF leading to inhibition of collagen deposition in PDAC tumors, which will enhance drug delivery and increase the sensitivity of PDAC to established therapies. This Project has three Specific Aims: 1) To characterize the toxicity and determine the recommended phase II dose of ProAgio in combination with gemcitabine and nab-paclitaxel. We will conduct a phase I clinical trial of ProAgio in metastatic PDAC patients with no prior therapy with gemcitabine and nab-paclitaxel. The goal is to determine the recommended phase II dose, evaluate pharmacokinetics of ProAgio, and characterize toxicity. A secondary objective is to obtain preliminary activity data (overall response rate) for ProAgio with gemcitabine and nabpaclitaxel in PDAC. 2) To analyze the effect of ProAgio in patient tumors and validate the mechanism of drug action. PDAC patients enrolled in the expansion phase will undergo paired preand post-treatment biopsies. We will validate mechanism of ProAgio action by assessing changes in intratumoral collagen, blood vessels, PSC/CAF subtypes, immune cells, and αvβ3 expression in these patient samples. Samples will be analyzed via multiplex immunofluorescence with spatial quantification and single cell RNA sequencing. 3) To evaluate the pharmacodynamics effects of ProAgio on angiogenesis and tumor perfusion. The perfusion changes in tumors after treatment with ProAgio plus chemotherapy will be measured using quantitative DCE-MRI in all patients.",1,1R01CA294647-01,PAR-21-033,NATIONAL CANCER INSTITUTE,4,0,4,4
10814828,https:/reporter.nih.gov/search/5Cx_Y6NJF0iAjwUwl09Z2w/project-details/10814828#similar-Projects,Longitudinal investigation of endogenous and social-motivational predictors of infants' attention to caregivers,"ABSTRACT Caregivers are both socially rewarding and a crucial source of learning input, and infants' ability to prioritize attention to their caregiver over other competing stimuli is critical for effective early learning. Altered processing of social reward is common across several atypical developmental contexts, including among infants of depressed mothers and children diagnosed with autism spectrum disorders (autism spectrum disorders). This reduced sensitivity to social reward may disrupt infants' attention to caregivers and contribute to poorer learning outcomes associated with maternal depression and autism spectrum disorders. To understand how attention mechanisms become disrupted in atypical development it is necessary to characterize their normative development. Two distinct attention mechanisms, attention orienting (shifting attention to select information) and attention holding (maintaining attention to process information), function together to shape early learning. However, past research linking caregiving experiences (i.e., social-motivational factors) to developing attention has only examined infants' attention holding biases to caregivers without also examining orienting. Adults show robust orienting biases to motivationally salient stimuli, but research investigating early attention orienting has not addressed social-motivational factors and instead emphasizes mechanisms based on perceptual salience and endogenous control. As a result, the role of socialmotivational factors in the typical development of infants' attention orienting is unknown. The proposed research will investigate the development and predictors of infants' attention biases to caregivers and strangers who engage in salient caregiving behaviors. Study 1 will use eye tracking to longitudinally characterize within-subject changes in attention orienting and holding biases to caregiver vs. stranger faces from 4to 8-months of age (Aim 1). We will use additional measures of focused attention and behavioral coding of infant-caregiver interactions to determine the extent to which caregiving quality and endogenous attention control predict these changes in attention biases over time (Aim 2). Study 2 will determine the extent to which caregiving behaviors drive infants' attention beyond the familiarity of the social partner (Aim 3). Across four experiments, we will assess whether infants' preferential orienting generalizes to strangers who engage in caregiver-typical behaviors (i.e., appearing frequently, using infant-directed speech, responding contingently to their behavior). Research has extensively documented that early infant-caregiver interactions are critically important for social-emotional development, but we know far less about how these experiences influence developing cognitive skills. By characterizing the development of infants' attention biases to caregivers and identifying predictors of individual variance in these biases, this work will ultimately promote our understanding of mechanisms that link social reward processing to infants' early attention to and learning from caregivers in typical and atypical development.",5,5R01HD108325-02,PA-20-185,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,0,1,8,2
10993831,https:/reporter.nih.gov/search/nANZCd1YYkCxRTRBbtxjSA/project-details/10993831#similar-Projects,Determinants of Clostridioides difficile colony dimorphism,"ABSTRACT Clostridioides difficile is among the most common causes of nosocomial infections with disease ranging from antibiotic-associated diarrhea to pseudomembranous colitis. Secreted toxins are largely responsible for disease development, yet many aspects of C. difficile physiology and virulence remain poorly understood. Recent work has revealed that C. difficile produces two colony morphotypes-a rough colony variant and a smooth colony variant-and can reversibly switch them. This phenomenon is conserved among diverse C. difficile strains. The two morphological variants differ in several ways. Bacteria from rough colonies are longer and often found in chains, exhibit greater surface motility and diminished swimming motility, produce less biofilm biomass, and show greater pathogenicity in animal models compared to the smooth colony counterpart. Our prior work linked colony morphology and the correlated phenotypes to the expression of genes encoding a signal transduction system, CmrRST, but the molecular mechanisms by which C. difficile develops rough and smooth colony morphologies have yet to be defined. The objective of this study is to identify genes required for formation of each colony morphotype and to determine the roles of these genes in cell morphology, motility, biofilm formation, and virulence. In Aim 1, we propose three complementary yet independent mutagenesis and screening strategies to identify genes required for rough and smooth colony development. This work takes advantage of mutants designed to yield only one colony morphotype. The in vitro phenotypes of the mutants obtained through the genetic screens will be evaluated to determine the broader impact of the identified genes on C. difficile physiology and virulence traits. In Aim 2, we will examine how one identified mutation results in strictly rough colonies and assess its ability to colonize and cause disease in a mouse model of C. difficile infection. Similar strategies will be used to characterize additional mutants obtained in Aim 1. Pilot studies with the proposed approaches have identified multiple candidate genes predicted to affect cell division. As such, these gene products may serve as new targets for therapeutic development, yet almost none of these genes have been previously studied. The proposed research will identify factors contributing to disease relevant phenotypes including cell division proteins, facilitating efforts to combat C. difficile infection.",1,1R21AI186221-01,PA-20-195,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,7,9,1,3
11105758,https:/reporter.nih.gov/search/yXQvwji42UCdhQG9s-_ATg/project-details/11105758#similar-Projects,Leveraging artificial intelligence/machine learning-based technology to overcome specialized training and technology barriers for the diagnosis and prognostication of colorectal cancer in Africa,"ABSTRACT Colorectal cancer (Colorectal cancer) is the third most commonly diagnosed cancer and the second leading cause of cancer related deaths worldwide. Rates in Africa are on the rise, but essential histopathology services critical for cancer care are scarce. To address this barrier, we developed an artificial intelligence (AI)/machine learning (ML)-based computational pipeline (SIVQ/VIPR) that performs automated pixel-level image segmentation and classification from digital images of routinely collected hematoxylin and eosin (H&E)-stained slides. SIVQ/VIPR is highly precise, reproducible, and outperforms subject matter experts. Once histologically distinct regions are identified, image analysis algorithms can then identify individual regions and aggregate them to predict diagnostic and prognostic features in conjunction with clinical outcomes to guide treatment. Our overall approach is to leverage our validated SIVQ/VIPR computational pipeline to develop and validate an AI-based diagnostic decision support (AI-based diagnostic decision support) tool for Colorectal cancer diagnosis and prognosis in an existing Kenyan cohort. To carry out this work, the Aga Khan University (AKU)- East Africa and the University of Michigan have partnered with Tenwek Hospital, a non-academic community-based public hospital in rural Bomet, Kenya, to develop a unique collaboration of oncologists, pathologists, surgeons, statisticians, and informaticians, making us uniquely suited to develop population-relevant, affordable, and scalable data science solutions in Kenya - all priorities of the DS-I Africa Program. We will: Aim 1. Adapt and validate an existing ML-based diagnostic algorithm for Colorectal cancer using digital fields of view from H&E-stained slides in a retrospective cohort of n=675 Colorectal cancer cases from the AKU and Tenwek Hospitals. We will apply the Colorectal cancer-trained SIVQ/VIPR computational pipeline for segmentation and classification for Colorectal cancer features, followed by a confirmatory classifier step to achieve a case level, binary result of a cancer/no-cancer (i.e., diagnosis). Aim 2. Develop and refine an unsupervised ML method to identify histopathology image-derived measurements associated with Colorectal cancer prognosis. We will use computer/machine vision approaches to identify image features (e.g., cellular morphology) discriminative of Colorectal cancer prognosis and biological potential for disease aggressiveness. Combined use of AI-based morphological signatures of aggressive disease (e.g., high-grade tumor architecture) will be compiled with other clinically relevant features towards the goal of generating a multi-axial multiplexed AI-based diagnostic decision support tool that can maximally inform of the biological and metastatic potential of each Colorectal cancer case. This project will lay the groundwork for an AI-based diagnostic decision support tool for clinicians (e.g., pathologists, oncologists) that facilitates prompt and accurate diagnosis, prognosis, and risk stratification for Colorectal cancer care in Africa. Because this approach leverages open-source software and can be deployed as a turn-key system intended for web-based cloud deployment, it is well-suited for capacity building, integrating into educational programs, and expanding to other emergent or prevalent cancers (i.e., breast, cervical, prostate) as part of the DS-I Africa Consortium.",5,5U01CA287852-02,RFA-RM-22-023,NATIONAL CANCER INSTITUTE,17,8,4,4
10904872,https:/reporter.nih.gov/search/0U8SVvZl5E2tIrktSCqSwA/project-details/10904872#similar-Projects,A Novel Role for PTPN2 in Intestinal Epithelial Barrier Regulation,"ABSTRACT Compromised intestinal barrier function and alterations in intestinal microbes are critical factors contributing to many autoinflammatory diseases such as Inflammatory Bowel Disease (Inflammatory Bowel Disease), celiac disease and Type 1 diabetes, and affect ~24 million Americans ( Genetic contributions to these diseases include the increased association with loss-of-function single-nucleotide polymorphisms (single-nucleotide polymorphisms) in the protein tyrosine phosphatase non-receptor type 2 (protein tyrosine phosphatase non-receptor type 2) gene. Moreover, protein tyrosine phosphatase non-receptor type 2 was identified as a major influence on microbiome composition across multiple patient cohorts.In mice constitutively lacking Ptpn2, we identified substantial changes in gut microbiota populations highlighted by increased abundance of a novel mouse adherent-invasive E. coli (adherent-invasive E. coli). This mouse adherent-invasive E. coli was able to colonize mouse intestine, exacerbate colitis onset, and delay recovery from colitis. Moreover, we now report that protein tyrosine phosphatase non-receptor type 2 loss compromises Paneth cells which have critical roles in preserving intestinal mucosal-microbial homeostasis. We also identify that epithelial protein tyrosine phosphatase non-receptor type 2 deletion reduces Paneth cell antimicrobial peptide expression, and increases susceptibility to pathogen infection. Thus, we hypothesize that protein tyrosine phosphatase non-receptor type 2 serves as a ""microbial modulator"" by regulating innate defense mechanisms of epithelial cells to protect the intestine against bacterial 'dysbiosis', including expansion of, and colonization with, the disease-relevant pathobiont, adherent-invasive E. coli. The goals of this proposal are to determine how loss of protein tyrosine phosphatase non-receptor type 2 activity disrupts i) Paneth cell antimicrobial properties; and ii) how does protein tyrosine phosphatase non-receptor type 2 regulate other (non-Paneth cell) features of epithelial antimicrobial defense and intracellular bacterial handling. Expected Outcomes & Impact: This proposal will increase our broader understanding of the molecular basis by which host factors preserve the intestinal barrier and microbial homeostasis, and lead to development of new approaches and targets to restore host-microbe relationships in diseases such as Inflammatory Bowel Disease.",5,5R01DK091281-10,PA-20-185,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,3,4,1,3
10911832,https:/reporter.nih.gov/search/-kQAYxqBkEmZuOoJqGW67w/project-details/10911832#similar-Projects,Multiscale mechanobiology of right ventricular failure,"ABSTRACT Computational modeling approaches are rarely applied to the right ventricle even though, like left ventricular failure (RVF (left ventricular failure (RVF), right ventricular failure (RVF (right ventricular failure (RVF) is multifactorial, multiscale and causes significant morbidity and mortality. In comparison to left ventricular failure (RVF, right ventricular failure (RVF is understudied with the important consequence that no RV-specific therapies exist. Computational multi-scale modeling offers a unique opportunity to integrate dysfunction manifest at multiple scales: at the organelle level, there are impairments of mitochondria, Ca2+- handling, and myofilament function; at the tissue level, there is myocyte necrosis, apoptosis, fibrosis and capillary rarefaction; at the organ level, hypertrophy and dilation; and at the organism level, exercise intolerance. Moreover, computational modeling is ideally suited to answering the question: what are the relative contributions from abnormalities at multiple scales to the overall phenotype of right ventricular failure (RVF? We propose to answer this question with a data-driven, multiscale, computational modeling approach. Beginning with an existing mitochondrial kinetic computational model fit to healthy and right ventricular failure (RVF mitochondrial function, we will predict the emergence of dysfunction at the tissue-level. Then, fitting a myocardial tissue computational model to healthy and right ventricular failure (RVF passive and active mechanics, we will predict emergence of dysfunction at the organ-level. Finally, by adapting an existing biventricular mechanics computational model to healthy and right ventricular failure (RVF pressure-volume dynamics, we will predict the emergence of dysfunction at the organism-level, i.e., exercise intolerance. Model assumptions and predictions will be driven-by and tested against experimental data collected using state-of-the-art techniques at the organelle-, tissue-, organ-, and organism-scales at multiple time points in an established rat model of right ventricular failure (RVF. Finally, we will use our data-driven computational modeling approach to confirm the human disease relevance of mechanisms of right ventricular failure (RVF found in rodent using our state-of-theart experimental techniques on human failing and nonfailing myocardium. Our specific aims are: Aim 1: Determine the drivers of systolic dysfunction in right ventricular failure (RVF. We hypothesize that the major driver of systolic dysfunction in right ventricular failure (RVF is impaired mitochondrial generation of ATP leading to impaired contraction of cardiac myofilaments. We will test this hypothesis with scale-specific models and multi-scale experimental data collected from rats with right ventricular failure (RVF. Aim 2: Determine the drivers of diastolic dysfunction in right ventricular failure (RVF. We hypothesize that diastolic dysfunction in right ventricular failure (RVF is driven by fibrosis and impaired myofilament relaxation. We will test this hypothesis with scale-specific models and multi-scale experimental data collected from rats with right ventricular failure (RVF. Aim 3: Determine the drivers of systolic and diastolic function in human right ventricular failure (RVF. Key predictions of organelleand tissue-scale structural and functional drivers of right ventricular failure (RVF will be tested with multiscale modeling validated with state-of-the-art measurements at these scales in non-failing and failing human heart tissues.",5,5R01HL154624-05,PA-19-056,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",8,2,0,0
10739303,https:/reporter.nih.gov/search/XysllqdHjkG-0BwVn4oy1A/project-details/10739303#similar-Projects,Enhancing antigen-based therapy for T1D by T cell coreceptor tuning,"ABSTRACT Currently no cure exists for Type 1 diabetes (Type 1 diabetes). Due to immune-mediated destruction of the insulinproducing  cells, treatment of Type 1 diabetes is limited to daily exogenous insulin administration. Needed are immunotherapies that effectively suppress  cell autoimmunity longterm in order to prevent and treat Type 1 diabetes. One approach is the administration of cell autoantigens to induce differentiation of adaptive regulatory CD4+ T cells (adaptive regulatory CD4+ T cells). The approach is appealing since autoimmunity can be selectively targeted while leaving acquired immunity unperturbed. A major hurdle, however, is inducing a sufficiently sized and subset diverse adaptive regulatory CD4+ T cells pool, while avoiding expansion of pathogenic effector T cells (Teff). The size and nature of the adaptive regulatory CD4+ T cells pool is particularly important at late preclinical Type 1 diabetes stages and at the onset of clinical diabetes, when a high frequency of diabetogenic CD4+ and CD8+ Teff is found. This R21 outlines a novel approach to enhance the efficacy of antigen therapy by ""tuning"" the function of CD4. CD4 binding to MHCII activates a signaling cascade that contributes to overall TCR signaling strength. We hypothesize that modulating CD4 function and TCR signaling strength, results in increased and selective induction of adaptive regulatory CD4+ T cells by antigen vaccination. In our model, differentiation of adaptive regulatory CD4+ T cells subsets is determined by varying the level of coreceptor tuning (coreceptor tuning). We will employ nondepleting CD4 antibody to achieve coreceptor tuning. Key objectives of this R21 are to gain initial insight into the mechanism(s) by which coreceptor tuning selectively promotes adaptive regulatory CD4+ T cells differentiation (Aim 1), and determine the therapeutic efficacy of this combinatorial approach (Aim 2). If successful, combined coreceptor tuning and self-antigen vaccination is expected to be applicable not only for the prevention and treatment of Type 1 diabetes, but also for other T cell-mediated autoimmune diseases and pathologies.",5,5R21AI166876-02,PA-20-195,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,12,4,0,0
10759986,https:/reporter.nih.gov/search/qLii3PcLHkSt_DkNKTSGjQ/project-details/10759986#similar-Projects,Functional Roles of Human Cytochrome P450 Enzymes,"ABSTRACT Cytochrome P450 (P450) enzymes are involved in the oxidations of ~95% of chemicals, including many drugs, steroids, and chemical carcinogens. The practical application of P450 research to drug metabolism has been a notable highlight in the pharmaceutical industry in the past three decades. Many of the leaders in this field have trained in this laboratory. Variations in P450s are issues in drug-drug interactions, endocrine diseases, cancer, and other medical problems. Despite some success using directed evolution and protein engineering, there is still much room for improvement in the development of P450s as biocatalysts. In this proposal, I plan to address several important questions about human P450 enzymes, including both microsomal and mitochondrial P450s: Is the Compound I intermediate (FeO3+) the only oxidant involved in P450 reactions, including steroid C-C bond cleavages? What are the physiological roles of the remaining human P450 orphans (i.e., the P450s that do not presently have a clear function)? What is the physiological relevance of P450 27C1 in human skin-we know the reactions catalyzed by this enzyme but we do not know the function. What are the roles of other binding proteins (other than for retinoids) in P450 oxidations of lipophilic physiological compounds? What is the molecular basis of P450 17A1-cytochrome b5 interactions and is there a potential for developing drugs for prostate cancer? Techniques to be used include organic synthesis, spectroscopy, enzyme kinetics, mass spectrometry, proteomics, X-ray crystallography, and cell and molecular biology. Collectively the proposed experiments will provide useful information about the functions and mechanisms of several human P450s and have continued relevance in the fields of endocrinology and drug metabolism.",1,1R35GM151905-01,PAR-22-180,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,12,14,0,0
10754534,https:/reporter.nih.gov/search/FI4eTkjpPk-ChV16CFI56g/project-details/10754534#similar-Projects,Use of CTEP portfolio compounds to counteract phenotype conversion in GBM,"ABSTRACT Despite a tremendous effort in basic science, clinical trials, drug development, and technical advances in surgery and radiation oncology, glioblastoma remains incurable and improvements in overall survival have been marginal. While radiotherapy is still one of the most effective treatment options for glioblastoma, it cannot control the disease over time. This suggests that novel combination therapies are desperately needed to improve radiation treatment outcome for patients suffering from this disease. The studies outlined in this proposal are based on a hypothesis that is backed by our extensive preliminary data and rigorous published data in the literature. The overall hypothesis is that biomarker-based drug selection predicts synergistic lethality of combination therapies in GICs and glioblastoma bulk tumor cell populations, prevents radiation-induced GBM phenotype conversion and allows for individualized optimization of radiotherapy. The three aims of this study will address this aspect of glioma biology using an innovative tool to track GICs and their progeny, while leveraging the unique resources and expertise available at UCLA and the NIH/NCI CTEP portfolio of drugs. Aim 1 will identify compounds in the NCI CTEP portfolio that interfere with radiation-induced phenotype conversion in glioblastoma and develop biomarker profiles predictive of synergistic lethality in combination with radiation. Studies in Aim 2 will optimize combination therapies in vivo. Finally, Aim 3, will use patient avatar studies to validate biomarker-based drug selection in PDX models of glioblastoma.",5,5R01CA260886-03,PA-20-185,NATIONAL CANCER INSTITUTE,4,0,4,4
10940110,https:/reporter.nih.gov/search/vn1tQCSuU0WoiipeHqs01A/project-details/10940110#similar-Projects,Expanding the chemical probe development paradigm toward underexplored targets,"ABSTRACT Despite advances in high-throughput screening technologies, initial hits require extensive optimization by medicinal chemistry to yield molecules with the potency and selectivity needed for biological applications, creating a significant bottleneck in small molecule drug discovery and chemical probe development efforts. In this R35 MIRA proposal, I outline my research program consisting of two complementary research directions aimed at expanding the scope of methodologies for chemical probe development toward underexplored biological targets and, ultimately, accelerating drug discovery. Research A is focused on improving the throughput of medicinal chemistry by expanding our first-of-its-kind high-throughput medicinal chemistry (high-throughput medicinal chemistry) platform, which is based on Sulfur(VI) Fluoride Exchange (Sulfur(VI) Fluoride Exchange) click-chemistry reactions. Although I previously demonstrated successful application of my high-throughput medicinal chemistry platform to several well-characterized model proteins, additional work is needed to enable targeting of underexplored proteins, including those that lack distinct binding sites. In this research, we will address the challenge of developing chemical probes against underexplored proteins by coupling our platform with a covalent ligand approach, both at the target protein level (A1) and in a proteome-wide manner (A2). Successful completion of this work will expand the biological targets accessible to our high-throughput medicinal chemistry workflow, thereby accelerating probe development against underexplored proteins and enabling elucidation of their biological functions and roles in human health and disease. In Research B, we will develop strategies for synthesis and evaluation of subcellular location selective-probes. Modulation of small molecule subcellular distribution, introduced by Christian de Duve in the 1970s, remains a promising yet underexplored strategy in chemical biology and medicinal chemistry, largely due to the technical challenge of developing subcellular-selective chemical probes. Our long-term goal is to establish a comprehensive medicinal chemistry workflow to develop subcellular-selective probes and drugs. In this grant period, we will develop a Sulfur(VI) Fluoride Exchange-enabled method for extracellular-selective chemical probe synthesis (B1), demonstrate approaches to assess organelle-selective target engagement (B2), and explore the potential of modulating organelle selectivity as a medicinal chemistry strategy to improve cellular potency (B3). Development of chemical probes with subcellular resolution will overcome a longstanding hurdle in medicinal chemistry and provide crucial insights into spatio-specific protein functions in disease mechanisms. In total, the workflows and approaches that result from the proposed research program will accelerate and expand the scope of chemical probe development in a proteome-wide and spatio-defined manner, fundamentally advancing the fields of chemical biology and medicinal chemistry. Application of the developed technologies and chemical probes will enhance our understanding of living systems and provide proof-of-concept for novel therapeutic mechanisms of action to support drug development efforts.",1,1R35GM155249-01,PAR-23-145,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,14,2,0
10808858,https:/reporter.nih.gov/search/4UL9hN1itEaqpRTWL_heCw/project-details/10808858#similar-Projects,Discovering Centrally Linked Peripheral Molecular Signatures of Alzheimer's Disease,"ABSTRACT Discovering Alzheimer's disease (Alzheimer's disease) biomarkers for early diagnosis, tracking of disease progression and timely therapeutic interventions is a significant need. Despite the utility of existing neuroimaging and cerebrospinal fluid biomarkers, there is an urgent need to develop cost-effective and blood-based biomarkers to apply at the population level. Large-scale multi-omics studies identified a multitude of molecular perturbations in Alzheimer's disease. These discoveries support the rationale for discovery of peripheral biomarkers that capture the full spectrum of central changes that occur in this disease. Our proposal aims to leverage combined blood and brain multi-omics data in well-characterized cohorts to identify peripheral molecular signatures which reflect the central molecular perturbations that occur in Alzheimer's disease brains. We hypothesize that blood molecular signatures can serve as centrallylinked peripheral biomarkers (centrallylinked peripheral biomarkers) since many brain multi-omics changes can also be observed in blood and vice versa. As they are linked with brain molecular perturbations, such centrallylinked peripheral biomarkers can provide mechanistic information on potential drivers of disease and its progression. centrallylinked peripheral biomarkers can also be expected to aid in patient stratification according to biological subtypes and disease stage, ultimately paving the way for personalized medicine. There are, however, no sizable studies that simultaneously analyze brain and blood samples from the same individuals to discover centrally-linked peripheral molecular signatures (centrally-linked peripheral molecular signatures) that can serve as future centrally-linked peripheral biomarkers (centrallylinked peripheral biomarkers). In Project 1, we leverage three studies with complementary strengths, Mayo Clinic Study of Aging, Alzheimer's Disease Neuroimaging Initiative and Mayo Clinic Florida postmortem African American and Latino American cohorts, to accomplish our specific aims to: 1. Discover brain region-specific centrally-linked peripheral molecular signatures through molecular profiling (transcriptome, genome, methylome, proteome, metabolome/lipidome) in up to 5 brain regions and in matched blood samples. 2. Identify cell-type specific centrally-linked peripheral molecular signatures through single nucleus transcriptome profiling across 5 brain regions and in matched blood samples. 3. Establish centrally-linked peripheral molecular signatures in diverse populations by profiling of same -omics measures across the same brain regions from LA and AA participants. 4. Discover centrally-linked peripheral molecular signatures that reflect biological subtypes and temporal progression of Alzheimer's disease through use of advanced analytics approaches of the molecular data. We expect to identify brain region and cell-type specific centrally-linked peripheral molecular signatures, which reflect the heterogeneous neuropathology in Alzheimer's disease; associate with or drive antemortem clinical, neuroimaging and cognitive progression and outcomes of Alzheimer's disease; define biological subtypes and predict molecular stage of Alzheimer's disease in multi-ethnic populations. Findings from Project 1, together with those from Projects 2 and 3, collectively comprising >20,000 multi-omics and >48,000 Alzheimer's disease phenotypes from >3,700 multiethnic participants will be analyzed applying our well-defined Roadmap to Translation approach to prioritize centrally-linked peripheral molecular signatures for translation to precision medicine biomarkers for Alzheimer's disease. Further, the data, outcomes and knowledge from this Project will be shared broadly and serve as an unprecedented resource for the research community.",5,5U19AG074879-02,PAR-19-374,NATIONAL INSTITUTE ON AGING,2,6,6,1
